survey_year,age,gender,race,ethnicity,language_home,citizenship_status,place_birth,immigrant_generation,trump_support,border_wall_support,immigration_level_concern,border_asylum_performance,presidential_performance,crime_priority,immigration_restrictionism_composite,party_identification,immigration_attitude,border_security_attitude,political_party,vote_intention,approval_rating
2015,54,1,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,NA,NA
2015,36,1,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA
2015,63,1,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA
2015,56,1,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,NA,NA
2015,46,1,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA
2015,45,1,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA
2015,29,1,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA
2015,65,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA
2015,53,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,4,NA,NA
2015,55,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,NA,NA
2015,47,1,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,NA,NA
2015,72,1,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,NA,NA
2015,68,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA
2015,55,1,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA
2015,37,1,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,50,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA
2015,53,1,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA
2015,23,1,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,NA,NA
2015,21,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,NA,NA
2015,63,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA
2015,65,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA
2015,39,1,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,79,1,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,NA,NA
2015,69,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA
2015,35,1,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA
2015,53,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,NA,NA
2015,40,1,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,NA,NA
2015,46,1,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA
2015,56,1,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA
2015,60,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,57,1,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,NA,NA
2015,69,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA
2015,80,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,34,1,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA
2015,75,1,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA
2015,65,1,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA
2015,70,1,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,NA,NA
2015,36,1,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA
2015,55,1,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA
2015,65,1,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA
2015,62,1,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA
2015,52,1,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA
2015,49,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA
2015,48,1,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,52,1,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,NA,NA
2015,30,1,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,4,NA,NA
2015,51,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,NA,NA
2015,57,1,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,NA,NA
2015,33,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA
2015,80,1,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,NA,NA
2015,43,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,NA,NA
2015,41,1,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA
2015,24,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA
2015,18,1,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,NA,NA
2015,92,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA
2015,33,1,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA
2015,59,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,NA,NA
2015,56,1,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA
2015,70,1,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA
2015,65,1,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA
2015,60,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA
2015,58,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA
2015,69,1,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,NA,NA
2015,63,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,NA,NA
2015,28,1,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,NA,NA
2015,27,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA
2015,76,1,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,78,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,NA,NA
2015,53,1,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,NA,NA
2015,24,1,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,NA,NA
2015,57,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,4,NA,NA
2015,32,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA
2015,32,1,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,NA,NA
2015,NA,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,67,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA
2015,53,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,NA,NA
2015,25,1,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA
2015,82,1,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,4,NA,NA
2015,65,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA
2015,52,1,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,NA,NA
2015,54,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA
2015,63,1,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA
2015,42,1,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA
2015,37,1,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,70,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,NA,NA
2015,42,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA
2015,62,1,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,NA,NA
2015,31,1,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA
2015,NA,1,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,4,NA,NA
2015,35,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA
2015,68,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA
2015,66,1,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,NA,NA
2015,24,1,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,NA,NA
2015,80,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA
2015,64,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,4,NA,NA
2015,40,1,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,NA,NA
2015,57,1,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA
2015,65,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA
2015,74,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA
2015,78,1,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA
2015,48,1,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,51,1,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA
2015,61,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA
2015,27,1,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,NA,NA
2015,59,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,NA,NA
2015,45,1,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,29,1,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA
2015,38,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,NA,NA
2015,26,1,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA
2015,40,1,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA
2015,60,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA
2015,55,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,NA,NA
2015,55,1,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA
2015,27,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,NA,NA
2015,35,1,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA
2015,35,1,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,NA,NA
2015,20,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,NA,NA
2015,44,1,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA
2015,18,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA
2015,74,1,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA
2015,37,1,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,4,NA,NA
2015,NA,1,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA
2015,57,1,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,48,1,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA
2015,25,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA
2015,38,1,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA
2015,54,1,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA
2015,37,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,NA,NA
2015,39,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA
2015,64,1,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,NA,NA
2015,56,1,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,NA,NA
2015,64,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,NA,NA
2015,42,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA
2015,40,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,NA,NA
2015,35,1,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA
2015,42,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA
2015,26,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA
2015,37,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA
2015,26,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA
2015,42,1,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,NA,NA
2015,18,1,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,NA,NA
2015,57,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,NA,NA
2015,84,1,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA
2015,70,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,NA,NA
2015,36,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,55,1,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,NA,NA
2015,67,1,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA
2015,75,1,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,NA,NA
2015,50,1,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,NA,NA
2015,19,1,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA
2015,77,1,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA
2015,35,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,NA,NA
2015,53,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,NA,NA
2015,64,1,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,NA,NA
2015,77,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,NA,NA
2015,62,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA
2015,46,1,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA
2015,76,1,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA
2015,55,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,57,1,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA
2015,25,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,NA,NA
2015,43,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA
2015,50,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,4,NA,NA
2015,45,1,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,4,NA,NA
2015,55,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,NA,NA
2015,77,1,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,4,NA,NA
2015,40,1,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,NA,NA
2015,54,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,NA,NA
2015,47,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,4,NA,NA
2015,55,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,NA,NA
2015,43,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,NA,NA
2015,35,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA
2015,45,1,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA
2015,55,1,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA
2015,42,1,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA
2015,66,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA
2015,55,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA
2015,74,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA
2015,45,1,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA
2015,71,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA
2015,64,1,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA
2015,43,1,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA
2015,32,1,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,NA,NA
2015,44,1,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,4,NA,NA
2015,50,1,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA
2015,39,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,4,NA,NA
2015,46,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA
2015,40,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,NA,NA
2015,40,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,4,NA,NA
2015,89,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,4,NA,NA
2015,39,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,NA,NA
2015,39,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA
2015,39,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,NA,NA
2015,37,1,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,NA,NA
2015,57,1,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,NA,NA
2015,70,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,4,NA,NA
2015,45,1,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,NA,NA
2015,33,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,NA,NA
2015,63,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,4,NA,NA
2015,37,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA
2015,80,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,NA,NA
2015,48,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,NA,NA
2015,21,1,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,NA,NA
2015,32,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA
2015,24,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA
2015,56,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,4,NA,NA
2015,60,1,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA
2015,50,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,4,NA,NA
2015,52,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA
2015,64,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,35,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,38,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,22,1,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA
2015,63,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,NA,NA
2015,85,1,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,4,NA,NA
2015,49,1,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,NA,NA
2015,61,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA
2015,30,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,NA,NA
2015,24,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA
2015,61,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,NA,NA
2015,61,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA
2015,46,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,4,NA,NA
2015,60,1,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA
2015,67,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA
2015,23,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,NA,NA
2015,50,1,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA
2015,66,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,41,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,NA,NA
2015,36,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,NA,NA
2015,66,2,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,NA,NA
